Map: Time, Date
NUT_race1:	97.36,	2018-03-18 15:14:31
NUT_race2:	176.78,	2018-03-18 15:28:56
NUT_short_race6:	1.0,	2018-03-18 21:28:50
Stronghold 2:	725.4,	2018-03-18 22:47:37
Exalate:	586.98,	2018-03-19 19:02:52
Run into the light:	312.14,	2018-03-19 19:36:31
From Death to Destiny:	26.24,	2018-03-21 22:36:45
Totoro:	300.88,	2018-03-21 22:47:08
Flux 2:	350.34,	2018-03-22 16:24:06
MCPV:	291.78,	2018-03-24 15:31:06
Sleepy 2:	686.14,	2018-03-26 20:44:28
Natura:	1079.48,	2018-03-28 14:30:39
Feeling:	315.14,	2018-03-28 16:10:25
TowerOfDesperation:	485.68,	2018-03-29 19:32:39
Sleepy:	620.64,	2018-03-29 19:52:34
Adrenaline 2:	2189.52,	2018-03-30 14:28:28
Hell Ride:	527.62,	2018-03-30 18:39:11
Outbreak:	333.94,	2018-03-30 22:56:27
ThereIsNoTruth:	605.16,	2018-04-01 10:18:00
Spüli:	137.1,	2018-04-01 21:12:13
(wasntme):	172.92,	2018-04-01 21:52:59
Aim 3.0:	375.06,	2018-04-01 22:29:51
Vizur 2:	200.06,	2018-04-02 00:17:19
Yoko 1.1:	333.86,	2018-04-02 18:06:08
Koule 1:	18.98,	2018-04-02 22:47:11
run_the_cube:	68.0,	2018-04-03 01:37:30
Koule 2:	9.48,	2018-04-03 18:11:46
Koule 7:	75.4,	2018-04-03 22:07:40
Blue Drag:	551.52,	2018-04-05 21:08:18
NUT_race5:	159.74,	2018-04-06 13:18:24
External 2:	1022.42,	2018-04-07 10:10:21
NUT_race6:	4.04,	2018-04-07 11:30:16
[School] Hook:	113.74,	2018-04-08 10:00:45
Underwater:	914.74,	2018-04-08 10:07:46
For Idiots 2:	190.3,	2018-04-08 11:11:47
Ruin:	543.02,	2018-04-08 13:34:46
Day:	503.48,	2018-04-08 20:00:05
Big Sun:	520.24,	2018-04-08 23:08:10
NoMore!:	674.96,	2018-04-10 19:56:31
SolarStrike:	883.68,	2018-04-11 19:14:36
Caldera 2:	744.76,	2018-04-12 01:54:50
OldschoolAdventure:	477.7,	2018-04-12 10:56:48
Disco:	636.1,	2018-04-12 22:27:41
Jailbreak 2:	391.8,	2018-04-13 00:42:59
Dynamic:	470.32,	2018-04-13 17:14:49
Scabrous:	681.34,	2018-04-14 20:00:43
Genericore 8:	2654.86,	2018-04-15 18:27:36
Time to Switch:	758.36,	2018-04-15 19:30:57
Lonely Swim 9.1:	28.02,	2018-04-16 11:05:41
WALL-E T:	62.7,	2018-04-16 13:00:40
Dark Side:	562.9,	2018-04-16 22:14:18
Goldshire:	1109.2,	2018-04-17 23:38:48
Tee Legends 1:	44.72,	2018-04-18 07:44:56
Failable:	910.9,	2018-04-18 17:26:57
Madness 1:	478.24,	2018-04-18 18:12:06
Chaos Factory:	226.0,	2018-04-21 21:40:44
Somewhere in the Sky:	359.68,	2018-04-22 11:49:19
Bumba:	144.24,	2018-04-22 15:37:53
For Idiots 1:	181.56,	2018-04-23 11:33:34
Madness 5:	532.9,	2018-04-23 18:29:03
Seasons:	217.98,	2018-04-23 22:13:17
Jailbreak 4:	558.34,	2018-04-23 23:02:46
Fluff:	119.92,	2018-04-24 14:30:25
High Five:	642.88,	2018-04-24 22:56:26
Skillz 2:	152.86,	2018-04-25 17:44:47
Broken hammer:	88.48,	2018-04-26 12:33:58
NoMore! 3:	1134.94,	2018-04-26 17:59:45
Something:	192.38,	2018-04-26 22:23:18
Extension 1.0:	56.5,	2018-04-27 14:15:53
Mines of Fear:	621.58,	2018-04-27 17:34:23
Dels:	294.08,	2018-04-28 21:10:32
Hardcore 5:	466.94,	2018-04-28 22:02:45
Hardcore 6:	701.4,	2018-04-28 22:52:59
Pirateworld:	192.58,	2018-04-29 00:14:58
Dodge:	88.58,	2018-04-29 13:53:43
Goldfield:	525.68,	2018-04-30 03:35:55
Jailbreak 5:	969.34,	2018-05-01 06:54:18
4u:	9115.14,	2018-05-02 20:18:02
noro:	102.28,	2018-05-03 08:52:43
Franky's Adventure:	214.36,	2018-05-04 19:06:44
GeRollA:	276.78,	2018-05-04 19:40:08
Interlude:	2769.74,	2018-05-05 17:53:54
Valley:	1445.86,	2018-05-05 18:01:20
Kobra 3 Solo:	391.62,	2018-05-05 21:09:33
StrangeNight:	234.34,	2018-05-06 01:46:13
Jailbreak 3:	351.64,	2018-05-06 06:06:20
DeadCore 2:	553.48,	2018-05-06 15:58:36
The Sewer:	1015.22,	2018-05-06 19:27:03
Kindergarten:	752.24,	2018-05-08 21:22:50
First Try:	109.52,	2018-05-09 00:17:47
Purple Panic:	317.06,	2018-05-09 03:11:46
Hardcore 2 Solo:	113.46,	2018-05-09 09:39:49
Absurd 4:	232.4,	2018-05-09 18:21:09
2Long:	179.6,	2018-05-09 21:42:13
Crimson Woods:	97.34,	2018-05-10 18:39:40
Death Sentence 2:	692.58,	2018-05-10 20:38:25
One Way:	150.06,	2018-05-12 15:05:09
newbee:	169.94,	2018-05-12 17:18:12
Level Asian:	694.48,	2018-05-13 01:08:11
Kero-Gores8:	109.24,	2018-05-13 04:59:22
Naufrage:	785.56,	2018-05-16 00:21:13
LATOM:	298.22,	2018-05-16 15:22:14
Alone Together 1.0:	516.9,	2018-05-17 00:02:55
Underworld:	500.4,	2018-05-17 01:28:40
Timebreaker:	53.88,	2018-05-17 07:47:49
Fly out of hell:	592.86,	2018-05-17 20:35:55
Tiny Tandem:	84.98,	2018-05-20 00:05:20
Primeval Forest:	303.56,	2018-05-20 11:19:23
Lost Castle:	548.32,	2018-05-20 15:17:03
The Enchanted Clearing:	468.88,	2018-05-22 13:20:55
GlassBox 7:	63.46,	2018-05-23 21:02:46
supernice:	1849.68,	2018-05-24 04:26:01
SunDay 3:	1119.58,	2018-05-24 22:16:44
Zadrotos 2:	1303.9,	2018-05-25 21:00:11
Wailand:	475.4,	2018-05-26 00:04:45
Amor 1:	305.42,	2018-05-27 01:08:48
Hardcore 3:	719.16,	2018-05-28 23:49:17
~AuTuMn~:	854.6,	2018-05-30 00:13:35
Death Valley:	369.86,	2018-05-31 20:58:13
Venture:	91.26,	2018-06-01 02:15:04
Plaza:	270.72,	2018-06-01 04:05:16
The Dream:	583.82,	2018-06-01 19:27:16
1TeeMap:	265.92,	2018-06-02 07:52:02
Seagulls:	417.22,	2018-06-02 23:00:25
Adrenaline 4.2:	2505.02,	2018-06-03 11:53:53
GenericRush1:	630.46,	2018-06-03 19:36:53
Fly to the Legends 2:	143.1,	2018-06-03 22:08:18
NightSky4:	253.24,	2018-06-06 01:32:23
NightSky:	429.3,	2018-06-06 19:29:39
Verification 6.2:	65.3,	2018-06-07 08:49:50
Alive:	479.54,	2018-06-08 00:41:41
Regret:	275.62,	2018-06-08 01:56:38
Maroon:	264.62,	2018-06-08 13:32:01
nullptr.sg:	65.62,	2018-06-09 10:37:17
Don't go:	26.36,	2018-06-10 12:25:50
Not Adrenaline 4:	84.32,	2018-06-10 13:05:39
Skillz 1:	191.4,	2018-06-10 16:28:51
Agile:	39.28,	2018-06-11 18:11:26
o_O:	587.66,	2018-06-12 00:16:01
Forest:	283.2,	2018-06-12 01:13:30
Homesick:	106.12,	2018-06-13 14:18:21
benrace:	208.16,	2018-06-13 14:52:43
Koule 4:	199.1,	2018-06-13 15:42:57
Petrified:	163.14,	2018-06-13 22:48:40
run_orange:	8.1,	2018-06-14 09:39:47
Fly to the Moon:	1017.74,	2018-06-14 19:31:49
Diamond:	395.9,	2018-06-15 00:43:32
New Generation:	1552.1,	2018-06-15 11:28:37
DarkSpy 2:	432.2,	2018-06-16 09:22:42
skynet compilation:	3032.8,	2018-06-16 23:08:20
Threll:	292.38,	2018-06-17 12:50:44
Icebreaker:	581.68,	2018-06-17 13:19:46
Psyll:	296.46,	2018-06-17 19:38:41
Cry:	129.88,	2018-06-19 00:25:18
Dawn Of The 7th Day:	403.56,	2018-06-19 14:56:19
Awayst:	364.76,	2018-06-19 16:11:28
nameless map:	287.8,	2018-06-19 20:48:30
In Da House:	790.18,	2018-06-20 18:32:38
Standby:	127.72,	2018-06-21 14:13:00
Divided:	355.12,	2018-06-21 21:06:22
Equity [Hard]:	126.44,	2018-06-22 19:22:15
Blue Sky:	177.98,	2018-06-23 02:07:13
Impulse_02:	16.96,	2018-06-23 10:37:14
Stellar:	146.84,	2018-06-23 17:28:11
GlassBox 2:	94.22,	2018-06-23 18:12:14
GlassBox 6:	98.98,	2018-06-24 16:11:33
Limba:	902.4,	2018-06-24 18:48:42
GlassBox 8:	119.48,	2018-06-25 14:57:25
BlackBear1:	13.68,	2018-06-26 06:17:27
P2Z_Soar:	317.28,	2018-06-26 12:28:32
Grey 2:	70.78,	2018-06-26 14:42:41
Grey 4:	68.08,	2018-06-26 15:10:10
IronMan:	188.18,	2018-06-26 17:51:43
Equestria Girls:	275.9,	2018-06-26 19:41:23
HearTcross:	890.1,	2018-06-27 00:42:28
Stamina:	459.1,	2018-06-30 15:20:51
JetPack:	215.58,	2018-07-03 00:01:45
Drag-House:	359.42,	2018-07-03 00:53:47
Hell 2:	751.72,	2018-07-03 23:28:52
Rema:	440.84,	2018-07-04 01:09:26
Nujabes:	811.38,	2018-07-05 15:38:41
Synesthesia:	491.14,	2018-07-05 17:24:26
The East Desert:	472.46,	2018-07-05 20:11:27
Gold Rush:	505.96,	2018-07-06 19:39:43
Jelly:	260.98,	2018-07-07 17:51:24
Paradise & Hell:	827.46,	2018-07-08 19:13:05
[School] Hammer:	78.76,	2018-07-10 03:11:50
Frozen:	305.1,	2018-07-10 19:48:34
Snowy Mountain:	375.82,	2018-07-10 23:46:11
Kickout:	2056.22,	2018-07-13 20:53:42
Ghoul:	981.02,	2018-07-13 21:45:29
AiP-Gores:	91.92,	2018-07-14 02:41:01
SpongeBob 3:	301.94,	2018-07-14 14:00:50
Darkvine:	196.18,	2018-07-15 08:03:45
New World:	1450.74,	2018-07-15 13:45:09
hotrun:	23.24,	2018-07-15 20:34:49
skynet1:	115.32,	2018-07-16 21:31:20
007 - 1:	156.16,	2018-07-16 22:26:23
Derpy 1:	659.26,	2018-07-18 01:49:52
Epix:	302.52,	2018-07-18 02:04:28
Verification 3.6:	173.98,	2018-07-18 21:25:14
GlassBox 5:	94.98,	2018-07-18 22:19:48
Speedfly:	233.22,	2018-07-20 20:38:37
run_4fikmesan:	38.44,	2018-07-21 02:48:48
run_birthday:	55.88,	2018-07-21 03:57:30
run_greygrey:	26.22,	2018-07-22 23:25:38
Nincorn:	280.64,	2018-07-23 07:04:39
Allround2:	30.28,	2018-07-23 11:14:37
Verification 7.0:	15.18,	2018-07-23 17:57:30
Yo'Ci:	429.58,	2018-07-24 09:49:53
Reason:	813.68,	2018-07-25 03:21:19
back and forth:	97.3,	2018-07-26 20:45:24
Volcano:	510.28,	2018-07-26 23:37:06
Jazz Hands 2:	719.22,	2018-07-30 19:18:08
21:	522.64,	2018-07-30 23:42:50
Skyisland2:	221.62,	2018-08-01 23:08:43
SkyIsland:	790.62,	2018-08-02 00:08:37
Dels 2:	184.3,	2018-08-03 14:34:23
Pharice 2:	449.3,	2018-08-04 21:01:36
Verification 3.2:	17.24,	2018-08-05 13:28:59
Radiation:	438.74,	2018-08-06 13:19:27
Fly Lessons:	98.92,	2018-08-07 21:01:53
Jungle:	228.36,	2018-08-09 16:06:20
Frats 3:	400.52,	2018-08-09 19:35:32
BrokenBlack-1:	277.86,	2018-08-10 00:24:11
Winter Dream:	353.44,	2018-08-11 15:58:50
Evo 1:	486.08,	2018-08-11 16:09:57
FWYS 5:	302.74,	2018-08-11 16:35:26
Dead Island:	234.4,	2018-08-12 01:43:14
Lil Jungle:	234.7,	2018-08-12 12:46:55
vitaminC:	236.7,	2018-08-12 15:09:06
Back to the Roots 1:	164.72,	2018-08-12 15:23:20
Everest:	153.58,	2018-08-12 15:56:44
Blue & Yellow:	320.24,	2018-08-12 16:15:13
HellGate 2:	147.12,	2018-08-12 16:49:02
LichKing:	4407.18,	2018-08-13 22:06:44
-Ikarus-:	562.68,	2018-08-13 22:44:04
Hell 1 V2:	613.72,	2018-08-13 23:09:03
Retro 1:	245.3,	2018-08-13 23:22:55
Tylost 2:	286.6,	2018-08-13 23:42:50
0 KBeeeR S - 2:	699.74,	2018-08-14 18:00:05
Space & Time 2:	1051.4,	2018-08-14 21:36:26
Run Free:	181.38,	2018-08-15 21:39:45
Frats 4:	415.38,	2018-08-16 02:02:18
Desert Wolf:	1112.96,	2018-08-16 04:46:02
Hubbel:	396.8,	2018-08-16 17:05:39
Sunrice:	496.72,	2018-08-16 17:27:34
JLI 1:	386.72,	2018-08-17 18:52:27
Away:	84.72,	2018-08-17 19:08:25
FWYS 1:	387.28,	2018-08-18 21:49:40
Paik:	270.22,	2018-08-18 22:14:00
black-mountains:	318.3,	2018-08-18 22:30:57
run_4lollipop:	39.12,	2018-08-19 06:18:38
Grey 3:	31.02,	2018-08-19 17:33:32
run_firestorm:	54.48,	2018-08-20 05:17:36
run_4popi:	51.66,	2018-08-20 06:56:01
Cavity:	59.8,	2018-08-20 07:57:48
Drag-House2:	330.88,	2018-08-21 18:11:29
run_hard_hundred:	1083.2,	2018-08-22 08:14:55
run_groove:	54.32,	2018-08-22 23:44:22
Hollywood Undead:	47.74,	2018-08-23 14:56:21
Finito:	383.36,	2018-08-24 18:34:28
HappyValenTees:	214.94,	2018-08-24 19:20:44
Animus:	1214.48,	2018-08-24 23:00:19
run_longWAR:	57.44,	2018-08-25 00:06:23
run_cave_grass:	119.72,	2018-08-25 06:42:52
Sky Stone:	738.08,	2018-08-25 18:11:31
run_yellow_hell:	78.58,	2018-08-25 20:04:09
run_radioactive:	55.46,	2018-08-25 22:41:48
run_granit_stone:	41.58,	2018-08-26 02:11:26
Exit:	243.86,	2018-08-26 13:41:39
New Era:	245.82,	2018-08-27 14:33:05
Weapons:	295.78,	2018-08-29 16:26:34
Kabarda:	322.68,	2018-08-29 18:46:07
Blue:	1332.2,	2018-08-30 00:02:21
Short:	14.92,	2018-08-30 17:49:57
Looney:	57.32,	2018-08-31 00:34:24
Tatooine:	1762.02,	2018-09-01 20:47:14
DeepDrag:	1186.68,	2018-09-04 02:36:10
Momentum:	67.24,	2018-09-04 12:30:45
run_frosty:	41.96,	2018-09-04 21:28:51
run_for_onkelz:	22.16,	2018-09-04 22:18:52
run_out_jungle:	151.34,	2018-09-04 23:47:49
run_alkohol:	64.38,	2018-09-05 00:27:28
Genericore 5:	133.28,	2018-09-05 01:21:24
Potty:	788.82,	2018-09-06 03:50:23
run_button:	32.16,	2018-09-07 04:20:34
Between the Mountains:	435.32,	2018-09-08 22:20:53
Island Rush:	243.58,	2018-09-08 22:32:55
Pados 2:	499.32,	2018-09-08 22:55:55
TeeWorld:	61.54,	2018-09-08 23:35:47
LazeAround:	464.56,	2018-09-09 03:37:47
climate-crisis:	146.96,	2018-09-09 20:38:04
Blue Sapphire:	177.14,	2018-09-10 00:43:39
Goldmoon:	598.58,	2018-09-11 02:44:40
run_golden_toilet:	114.2,	2018-09-11 11:08:14
Bomb Raid:	203.04,	2018-09-11 12:43:21
Topsy Turvy:	596.24,	2018-09-12 02:13:04
run_drawed:	26.82,	2018-09-12 20:37:13
Red Japan:	441.1,	2018-09-13 00:08:03
P2Z_DeadlyJungle:	290.88,	2018-09-13 10:50:15
mmips:	303.54,	2018-09-14 17:00:41
Uzmutulunculunbé:	456.44,	2018-09-15 19:13:55
Danceoff:	609.66,	2018-09-16 18:00:22
RockBlock 1:	204.8,	2018-09-17 05:09:29
AIB Quest 1:	112.82,	2018-09-19 13:42:20
Triplecan:	63.24,	2018-09-19 14:56:09
Cursed Treasure:	921.96,	2018-09-19 19:43:39
Nether:	2526.88,	2018-09-19 23:10:39
HDP_Run2:	194.06,	2018-09-20 22:49:09
Baber:	1264.74,	2018-09-21 23:25:31
Stargazing:	375.6,	2018-09-22 13:05:11
DarkCore 2:	342.24,	2018-09-22 21:00:22
Stay Alive:	380.1,	2018-09-24 01:00:22
Arcade 2:	757.64,	2018-09-24 01:50:55
Arcade:	647.58,	2018-09-24 02:53:21
VeryLow2:	622.94,	2018-09-24 20:40:29
Caventure III:	212.72,	2018-09-24 22:50:04
ctf5_solo:	30.68,	2018-09-25 22:04:08
Yoko 3.1:	537.28,	2018-09-25 23:01:07
Brick World 2:	155.7,	2018-09-25 23:58:30
Snowzz:	541.98,	2018-09-26 03:38:42
Michler 2:	471.58,	2018-09-26 23:52:43
Rush Clouds:	57.04,	2018-09-27 15:24:13
Caventure II:	270.78,	2018-09-27 17:37:39
Caveman:	275.62,	2018-09-27 17:45:35
DARKness 2:	207.14,	2018-09-27 18:09:20
Underground:	629.72,	2018-09-28 19:22:29
Sopella:	105.36,	2018-09-29 21:41:11
Sounds:	726.98,	2018-10-01 00:29:41
A World Beyond:	678.88,	2018-10-01 20:56:02
Halloween:	519.26,	2018-10-02 01:05:15
Black Jungle:	366.06,	2018-10-02 15:01:33
Mina:	75.46,	2018-10-02 21:22:33
run_2Rockets:	89.38,	2018-10-03 15:38:18
DeathHook:	223.86,	2018-10-04 02:50:22
Stop Over 2.0:	27.92,	2018-10-06 17:43:03
Rockstar:	2504.0,	2018-10-06 18:23:14
Castaway:	287.9,	2018-10-06 18:44:33
Karaboudjan:	1100.08,	2018-10-07 18:50:19
Colors V2:	548.46,	2018-10-08 16:15:35
Verification 2.2:	13.92,	2018-10-08 22:11:30
WinterMine:	687.66,	2018-10-11 10:55:48
MicCore:	696.4,	2018-10-11 23:02:39
Fly-4-2:	209.96,	2018-10-12 02:52:45
Temple of Doom:	814.94,	2018-10-12 21:43:24
Loopie:	50.58,	2018-10-13 09:26:26
Behind the Darkua:	472.66,	2018-10-13 16:16:24
Push it 2:	84.8,	2018-10-14 14:34:24
Back in the days 2:	1711.28,	2018-10-15 01:34:24
Brick World:	150.78,	2018-10-15 03:19:12
Skillz 5:	51.88,	2018-10-15 17:08:38
Circle:	1320.78,	2018-10-15 22:04:20
Moonstone:	620.92,	2018-10-16 22:35:06
Deeve1:	300.0,	2018-10-19 15:04:44
Road to Rank 1:	741.48,	2018-10-20 13:57:28
HellGate 4:	247.98,	2018-10-21 21:55:54
BlackBear6:	13.54,	2018-10-22 08:17:00
nore:	67.08,	2018-10-22 09:41:38
GlassBox 10:	186.72,	2018-10-23 20:03:20
run_shutter:	371.36,	2018-10-26 16:17:30
Imagination:	382.0,	2018-10-26 20:51:38
No Merci:	761.16,	2018-10-27 21:15:18
Excast:	324.26,	2018-10-27 21:58:47
GG:	194.54,	2018-10-28 00:17:39
Uniswim:	33.88,	2018-10-30 16:52:01
Peaks:	187.6,	2018-10-30 21:28:27
Insane:	1338.08,	2018-10-31 00:35:46
Continuum:	759.46,	2018-11-03 00:15:32
Kobra Solo:	409.34,	2018-11-03 11:39:00
Kobra 2 Solo:	312.88,	2018-11-03 12:39:00
Dubush:	273.82,	2018-11-03 16:17:15
Insane 2:	1974.48,	2018-11-03 21:37:53
TryHard:	1247.78,	2018-11-05 01:04:23
Humpalumpa 1:	788.9,	2018-11-06 22:59:15
Atomic:	2364.16,	2018-11-07 08:57:49
Brown:	465.54,	2018-11-07 19:00:10
Pandora:	248.76,	2018-11-09 01:35:21
Experiment:	311.72,	2018-11-10 00:15:05
Blizzard!:	1278.26,	2018-11-10 12:22:43
Short Flight:	338.38,	2018-11-10 20:26:15
Jazz Hands:	241.8,	2018-11-11 11:25:29
Crooked Mind:	199.54,	2018-11-11 11:51:17
Mirage:	146.9,	2018-11-12 09:29:38
Earthborn:	204.6,	2018-11-12 12:13:25
Kalimba:	360.48,	2018-11-13 21:33:02
Push it:	28.1,	2018-11-13 23:09:42
Sequite:	369.5,	2018-11-14 18:42:04
Nightly Tandem:	498.7,	2018-11-15 17:05:57
Frats 5:	455.4,	2018-11-18 22:14:16
The Swamp:	788.54,	2018-11-19 12:38:05
Shock Value:	378.54,	2018-11-19 21:40:21
Templerun:	365.4,	2018-11-19 22:26:33
Tvyn:	441.26,	2018-11-20 00:06:32
Hookthrough 2:	135.7,	2018-11-20 20:07:42
Hookthrough:	113.42,	2018-11-21 13:33:49
Request:	192.16,	2018-11-21 20:10:44
Shaxx:	312.82,	2018-11-21 23:51:11
Lawliet:	81.82,	2018-11-23 04:18:40
pocramruinrun:	28.74,	2018-11-24 07:08:10
Miper 4:	367.3,	2018-11-26 19:27:20
Not Adrenaline 6:	984.18,	2018-11-26 23:15:13
CreeperFace:	391.96,	2018-11-27 16:17:23
Onliner:	145.6,	2018-11-27 20:23:05
Castle Lemongrab:	643.7,	2018-11-27 20:55:21
Mirai:	526.48,	2018-11-28 03:51:07
HellGate 3.5:	318.34,	2018-11-30 04:40:43
Fucktastic:	870.2,	2018-11-30 15:40:35
run_get50:	1237.18,	2018-12-02 14:30:26
Acidate:	527.98,	2018-12-03 20:33:50
Dreamland:	332.82,	2018-12-04 15:13:11
Doreos:	510.46,	2018-12-04 20:05:17
Cleopatra:	1156.4,	2018-12-07 02:31:50
Dark Moon:	327.18,	2018-12-07 17:57:17
Maui Wowie:	142.68,	2018-12-07 18:44:10
Sand Dune:	329.6,	2018-12-08 01:02:40
Back in Time:	1749.58,	2018-12-08 01:22:51
Reckless:	191.64,	2018-12-08 16:56:02
Maui Wowie 2:	84.74,	2018-12-08 19:22:12
HellCore:	2198.76,	2018-12-09 01:14:04
DarkWorld:	295.78,	2018-12-09 11:33:56
Pizza:	349.24,	2018-12-09 11:59:52
Resi:	135.94,	2018-12-09 12:24:35
Excast 4:	240.14,	2018-12-10 02:26:19
Samsara IV:	491.98,	2018-12-14 08:09:19
Planet Jupiter:	694.96,	2018-12-14 15:14:52
Planet Mercury:	336.28,	2018-12-15 00:19:13
Dummy Chamber:	119.38,	2018-12-15 10:46:34
Dummy Chamber 2:	124.36,	2018-12-15 11:20:37
FindTheFreeze:	202.94,	2018-12-15 13:21:29
Skywalk:	1062.3,	2018-12-15 17:10:13
Galaxy Turn:	298.24,	2018-12-16 11:58:29
Tiji:	160.96,	2018-12-16 11:58:53
Zoe:	578.18,	2018-12-16 21:44:53
lemonland:	600.98,	2018-12-17 02:08:31
run_neonlight:	34.52,	2018-12-17 07:42:43
claret-blue:	319.72,	2018-12-19 01:31:44
Narcissistic:	245.86,	2018-12-19 17:39:50
lost_castle:	308.76,	2018-12-20 21:24:55
Embrace:	207.9,	2018-12-21 12:18:01
Samsara V:	276.06,	2018-12-21 13:34:42
FWYS 2:	440.24,	2018-12-25 04:14:08
Ephemeral:	66.06,	2018-12-26 04:07:30
Double Dragin:	1099.04,	2018-12-27 17:19:26
Hard Way 1.0:	456.08,	2018-12-28 17:11:36
Swoosh:	679.72,	2018-12-29 16:42:41
Quick:	101.1,	2019-01-02 20:56:59
LazeAround2:	666.88,	2019-01-03 01:46:42
Tropical Island:	1162.6,	2019-01-04 02:29:15
Black_City:	761.4,	2019-01-04 11:18:41
Relentless:	158.28,	2019-01-04 16:33:20
EasyCore:	46.84,	2019-01-04 18:25:07
Top 3:	264.58,	2019-01-04 19:26:50
Easy Hook:	146.62,	2019-01-04 21:50:04
Plue:	345.12,	2019-01-04 22:44:30
Hostile 2:	213.34,	2019-01-05 02:18:08
Aimazing:	1602.72,	2019-01-05 02:47:36
run_guy_25:	220.34,	2019-01-05 04:14:30
Thor:	438.92,	2019-01-05 15:46:07
Cross:	1108.66,	2019-01-05 18:41:10
nameless_run:	332.62,	2019-01-06 15:50:37
Deadline 1:	1658.66,	2019-01-06 18:35:37
Grandma:	1616.74,	2019-01-06 23:19:39
Difficult 1.1:	405.82,	2019-01-07 10:32:51
Piranha:	552.5,	2019-01-08 11:42:14
Aim 1.0:	394.62,	2019-01-08 17:32:38
Dynasty:	232.44,	2019-01-08 21:29:13
run_glowing_ice:	38.52,	2019-01-09 05:51:19
Pink Destiny:	183.24,	2019-01-09 06:11:51
Fluke:	386.16,	2019-01-09 22:05:59
Black&White:	148.24,	2019-01-10 05:55:41
WTF:	124.84,	2019-01-12 14:23:19
run_away:	31.08,	2019-01-12 20:41:24
run_sunsetcave:	44.82,	2019-01-12 23:25:23
run_nightmare:	56.82,	2019-01-13 00:24:17
Nightstar 2:	444.46,	2019-01-13 05:11:17
run_asr:	40.48,	2019-01-13 07:06:14
NoMore! 2:	577.96,	2019-01-13 17:15:05
Empty:	593.68,	2019-01-14 13:20:47
Zoroark:	245.94,	2019-01-15 02:04:04
Cosyris:	954.04,	2019-01-15 05:20:39
Fall into the Future:	230.6,	2019-01-15 09:28:44
Desert Duration:	114.1,	2019-01-15 12:24:48
Caution:	547.44,	2019-01-15 19:20:17
run_dfc:	108.64,	2019-01-15 20:26:49
run_harder_than_hard:	128.62,	2019-01-16 01:04:25
pr0-move:	57.28,	2019-01-16 07:49:29
SkipIt:	9.66,	2019-01-16 08:15:25
Peaceful Jungle:	432.7,	2019-01-16 12:01:06
Downhill Jam:	74.7,	2019-01-16 14:25:48
SorGores 1:	32.04,	2019-01-16 22:26:28
Iron Island:	20.92,	2019-01-17 00:05:02
run_skizzpopo:	57.4,	2019-01-18 02:50:19
zelda:	92.6,	2019-01-18 18:05:28
Dark Depth:	231.88,	2019-01-19 18:00:08
yoshiloop:	75.32,	2019-01-19 21:56:19
run_linkin_park:	101.86,	2019-01-19 23:40:24
Atmosphere:	59.16,	2019-01-20 08:41:42
Outside:	172.6,	2019-01-20 09:04:43
solo_castle:	17.26,	2019-01-20 18:13:46
tihid:	498.3,	2019-01-20 20:08:13
SunDay:	624.88,	2019-01-21 17:12:18
Care for your Time:	21.92,	2019-01-21 22:26:22
Brown Suger:	98.7,	2019-01-22 00:28:00
Simple World 2:	835.02,	2019-01-22 17:34:23
Victory 4:	828.6,	2019-01-24 14:49:06
MonkeyDream 2:	328.3,	2019-01-25 13:08:37
run_ice_castle:	75.14,	2019-01-25 14:03:53
Desert Dog:	107.94,	2019-01-25 16:26:16
Pharice:	652.8,	2019-01-26 16:35:09
Airsky:	196.96,	2019-01-27 04:00:53
Future_Race:	56.0,	2019-01-27 21:28:35
ChillDontKill:	1308.14,	2019-01-28 00:57:09
Resoren:	372.68,	2019-01-28 12:50:54
Rainbow Sunrise:	771.98,	2019-01-28 13:50:43
a_simple_run:	44.04,	2019-01-28 21:35:06
Blue Adventures 1:	96.7,	2019-01-31 09:58:14
Daunell:	946.76,	2019-01-31 16:47:26
[SI] SELEN:	99.96,	2019-01-31 19:14:40
[SI] AVADA:	34.0,	2019-02-01 00:03:55
Nentori:	164.66,	2019-02-01 00:21:50
Bumblebee:	534.9,	2019-02-01 01:47:26
Simple World 3:	505.32,	2019-02-01 13:26:52
Confusion:	1247.26,	2019-02-02 12:29:21
Binary:	1615.42,	2019-02-02 15:56:04
Purple Panic 4:	508.78,	2019-02-03 14:32:02
[SI] VIADANTE:	93.32,	2019-02-03 18:34:52
[SI] KABOO:	36.62,	2019-02-03 19:38:09
HellFly:	60.36,	2019-02-04 00:30:06
Bootcamp #2:	85.0,	2019-02-07 04:28:11
I will be back:	70.04,	2019-02-07 22:58:26
Movement I:	156.42,	2019-02-08 00:40:40
Exhale:	798.62,	2019-02-09 05:21:56
Sunny Land:	1265.48,	2019-02-09 15:03:19
Just Fly 1:	63.04,	2019-02-10 19:20:45
Nyanpasu:	477.44,	2019-02-13 14:05:03
Bl0odDens3:	51.26,	2019-02-14 08:47:30
[SI] DANICA:	75.84,	2019-02-14 18:27:30
Short2:	11.24,	2019-02-17 06:37:43
Repeat:	249.38,	2019-02-17 16:56:18
Planet Venus:	1227.36,	2019-02-17 17:24:40
SilentNight:	297.66,	2019-02-19 08:47:21
Killstreak 2:	34.66,	2019-02-20 20:28:05
Maranko:	121.7,	2019-02-21 00:04:06
BackToBasics:	240.44,	2019-02-21 19:52:02
