Date,Top1,Points
"2016-03-15","milk",17468
"2016-03-16","milk",17468
"2016-03-17","milk",17468
"2016-03-18","milk",17468
"2016-03-19","milk",17468
"2016-03-20","milk",17468
"2016-03-21","milk",17468
"2016-03-22","milk",17468
"2016-03-23","milk",17468
"2016-03-24","milk",17468
"2016-03-25","milk",17468
"2016-03-26","milk",17468
"2016-03-27","milk",17468
"2016-03-28","milk",17468
"2016-03-29","milk",17468
"2016-03-30","milk",17468
"2016-03-31","milk",17468
"2016-04-01","milk",17468
"2016-04-02","milk",17468
"2016-04-03","milk",17468
"2016-04-04","milk",17468
"2016-04-05","milk",17468
"2016-04-06","milk",17468
"2016-04-07","milk",17468
"2016-04-08","milk",17468
"2016-04-09","milk",17468
"2016-04-10","milk",17468
"2016-04-11","milk",17468
"2016-04-12","milk",17468
"2016-04-13","milk",17468
"2016-04-14","milk",17468
"2016-04-15","milk",17468
"2016-04-16","milk",17468
"2016-04-17","milk",17468
"2016-04-18","milk",17468
"2016-04-19","milk",17468
"2016-04-20","milk",17468
"2016-04-21","milk",17468
"2016-04-22","milk",17468
"2016-04-23","milk",17468
"2016-04-24","milk",17468
"2016-04-25","milk",17468
"2016-04-26","milk",17468
"2016-04-27","milk",17468
"2016-04-28","milk",17468
"2016-04-29","milk",17468
"2016-04-30","milk",17468
"2016-05-01","milk",17468
"2016-05-02","milk",17468
"2016-05-03","milk",17468
"2016-05-04","milk",17468
"2016-05-05","milk",17468
"2016-05-06","milk",17468
"2016-05-07","milk",17468
"2016-05-08","milk",17468
"2016-05-09","milk",17468
"2016-05-10","milk",17468
"2016-05-11","milk",17468
"2016-05-12","milk",17468
"2016-05-13","milk",17468
"2016-05-14","milk",17468
"2016-05-15","milk",17468
"2016-05-16","milk",17468
"2016-05-17","milk",17468
"2016-05-18","milk",17468
"2016-05-19","milk",17468
"2016-05-20","milk",17468
"2016-05-21","milk",17468
"2016-05-22","milk",17468
"2016-05-23","milk",17468
"2016-05-24","milk",17468
"2016-05-25","milk",17490
"2016-05-26","milk",17490
"2016-05-27","milk",17490
"2016-05-28","milk",17505
"2016-05-29","milk",17505
"2016-05-30","milk",17520
"2016-05-31","milk",17520
"2016-06-01","milk",17520
"2016-06-02","milk",17535
"2016-06-03","milk",17535
"2016-06-04","milk",17539
"2016-06-05","milk",17539
"2016-06-06","milk",17539
"2016-06-07","milk",17539
"2016-06-08","milk",17539
"2016-06-09","milk",17539
"2016-06-10","milk",17539
"2016-06-11","milk",17539
"2016-06-12","milk",17547
"2016-06-13","milk",17547
"2016-06-14","milk",17547
"2016-06-15","milk",17547
"2016-06-16","milk",17547
"2016-06-17","milk",17547
"2016-06-18","milk",17551
"2016-06-19","milk",17551
"2016-06-20","milk",17551
"2016-06-21","milk",17551
"2016-06-22","milk",17551
"2016-06-23","milk",17551
"2016-06-24","milk",17551
"2016-06-25","milk",17551
"2016-06-26","milk",17551
"2016-06-27","milk",17551
"2016-06-28","milk",17551
"2016-06-29","milk",17551
"2016-06-30","milk",17551
"2016-07-01","milk",17551
"2016-07-02","milk",17551
"2016-07-03","milk",17551
"2016-07-04","milk",17551
"2016-07-05","milk",17551
"2016-07-06","milk",17551
"2016-07-07","milk",17551
"2016-07-08","milk",17551
"2016-07-09","milk",17551
"2016-07-10","milk",17551
"2016-07-11","milk",17551
"2016-07-12","milk",17551
"2016-07-13","milk",17551
"2016-07-14","milk",17551
"2016-07-15","milk",17551
"2016-07-16","milk",17551
"2016-07-17","milk",17551
"2016-07-18","milk",17551
"2016-07-19","milk",17551
"2016-07-20","milk",17551
"2016-07-21","milk",17551
"2016-07-22","milk",17551
"2016-07-23","milk",17551
"2016-07-24","milk",17551
"2016-07-25","milk",17551
"2016-07-26","milk",17551
"2016-07-27","milk",17551
"2016-07-28","milk",17551
"2016-07-29","milk",17551
"2016-07-30","milk",17551
"2016-07-31","milk",17551
"2016-08-01","milk",17551
"2016-08-02","milk",17551
"2016-08-03","milk",17551
"2016-08-04","milk",17551
"2016-08-05","milk",17551
"2016-08-06","milk",17551
"2016-08-07","milk",17551
"2016-08-08","milk",17551
"2016-08-09","milk",17551
"2016-08-10","milk",17551
"2016-08-11","milk",17551
"2016-08-12","milk",17551
"2016-08-13","milk",17551
"2016-08-14","milk",17551
"2016-08-15","milk",17551
"2016-08-16","milk",17551
"2016-08-17","milk",17551
"2016-08-18","milk",17551
"2016-08-19","milk",17551
"2016-08-20","milk",17551
"2016-08-21","milk",17551
"2016-08-22","milk",17551
"2016-08-23","milk",17551
"2016-08-24","milk",17551
"2016-08-25","milk",17551
"2016-08-26","milk",17551
"2016-08-27","milk",17551
"2016-08-28","milk",17551
"2016-08-29","milk",17551
"2016-08-30","milk",17551
"2016-08-31","milk",17551
"2016-09-01","milk",17551
"2016-09-02","milk",17551
"2016-09-03","milk",17551
"2016-09-04","milk",17551
"2016-09-05","milk",17551
"2016-09-06","milk",17551
"2016-09-07","milk",17551
"2016-09-08","milk",17551
"2016-09-09","milk",17551
"2016-09-10","milk",17551
"2016-09-11","milk",17551
"2016-09-12","milk",17551
"2016-09-13","milk",17551
"2016-09-14","milk",17551
"2016-09-15","milk",17551
"2016-09-16","milk",17551
"2016-09-17","milk",17551
"2016-09-18","milk",17551
"2016-09-19","milk",17551
"2016-09-20","milk",17551
"2016-09-21","milk",17551
"2016-09-22","milk",17551
"2016-09-23","milk",17563
"2016-09-24","milk",17563
"2016-09-25","milk",17563
"2016-09-26","milk",17563
"2016-09-27","milk",17584
"2016-09-28","milk",17584
"2016-09-29","milk",17592
"2016-09-30","milk",17636
"2016-10-01","milk",17636
"2016-10-02","milk",17657
"2016-10-03","milk",17657
"2016-10-04","milk",17657
"2016-10-05","milk",17665
"2016-10-06","milk",17697
"2016-10-07","milk",17697
"2016-10-08","milk",17697
"2016-10-09","milk",17717
"2016-10-10","milk",17717
"2016-10-11","milk",17717
"2016-10-12","milk",17717
"2016-10-13","milk",17717
"2016-10-14","milk",17717
"2016-10-15","milk",17765
"2016-10-16","milk",17765
"2016-10-17","milk",17765
"2016-10-18","milk",17765
"2016-10-19","milk",17765
"2016-10-20","milk",17765
"2016-10-21","milk",17765
"2016-10-22","milk",17765
"2016-10-23","milk",17765
"2016-10-24","milk",17765
"2016-10-25","milk",17765
"2016-10-26","milk",17765
"2016-10-27","milk",17765
"2016-10-28","milk",17765
"2016-10-29","milk",17765
"2016-10-30","milk",17765
"2016-10-31","milk",17765
"2016-11-01","milk",17765
"2016-11-02","milk",17765
"2016-11-03","milk",17765
"2016-11-04","milk",17765
"2016-11-05","milk",17765
"2016-11-06","milk",17765
"2016-11-07","milk",17765
"2016-11-08","milk",17765
"2016-11-09","milk",17767
"2016-11-10","milk",17767
"2016-11-11","milk",17767
"2016-11-12","milk",17767
"2016-11-13","milk",17767
"2016-11-14","milk",17767
"2016-11-15","milk",17780
"2016-11-16","milk",17780
"2016-11-17","milk",17826
"2016-11-18","milk",17867
"2016-11-19","milk",17878
"2016-11-20","milk",17878
"2016-11-21","milk",17880
"2016-11-22","milk",17880
"2016-11-23","milk",17895
"2016-11-24","milk",17895
"2016-11-25","milk",17895
"2016-11-26","milk",17900
"2016-11-27","milk",17900
"2016-11-28","milk",17940
"2016-11-29","milk",17940
"2016-11-30","milk",17940
"2016-12-01","milk",17940
"2016-12-02","milk",17940
"2016-12-03","milk",17944
"2016-12-04","milk",17944
"2016-12-05","milk",17944
"2016-12-06","milk",17944
"2016-12-07","milk",17944
"2016-12-08","milk",17944
"2016-12-09","milk",17944
"2016-12-10","milk",17944
"2016-12-11","milk",17983
"2016-12-12","milk",17983
"2016-12-13","milk",17983
"2016-12-14","milk",17983
"2016-12-15","milk",17983
"2016-12-16","milk",18003
"2016-12-17","milk",18023
"2016-12-18","milk",18080
"2016-12-19","milk",18139
"2016-12-20","milk",18179
"2016-12-21","milk",18179
"2016-12-22","milk",18203
"2016-12-23","milk",18223
"2016-12-24","milk",18235
"2016-12-25","milk",18365
"2016-12-26","milk",18365
"2016-12-27","milk",18365
"2016-12-28","milk",18365
"2016-12-29","milk",18400
"2016-12-30","milk",18400
"2016-12-31","milk",18400
"2017-01-01","milk",18408
"2017-01-02","milk",18408
"2017-01-03","milk",18408
"2017-01-04","milk",18435
"2017-01-05","milk",18456
"2017-01-06","milk",18480
"2017-01-07","milk",18523
"2017-01-08","milk",18541
"2017-01-09","milk",18541
"2017-01-10","milk",18541
"2017-01-11","milk",18541
"2017-01-12","milk",18541
"2017-01-13","milk",18582
"2017-01-14","milk",18582
"2017-01-15","milk",18606
"2017-01-16","milk",18606
"2017-01-17","milk",18606
"2017-01-18","milk",18606
"2017-01-19","milk",18606
"2017-01-20","milk",18606
"2017-01-21","milk",18606
"2017-01-22","milk",18624
"2017-01-23","milk",18642
"2017-01-24","milk",18642
"2017-01-25","milk",18642
"2017-01-26","milk",18642
"2017-01-27","milk",18642
"2017-01-28","milk",18642
"2017-01-29","milk",18642
"2017-01-30","milk",18642
"2017-01-31","milk",18667
"2017-02-01","milk",18691
"2017-02-02","milk",18712
"2017-02-03","milk",18712
"2017-02-04","milk",18712
"2017-02-05","milk",18712
"2017-02-06","milk",18712
"2017-02-07","milk",18712
"2017-02-08","milk",18712
"2017-02-09","milk",18712
"2017-02-10","milk",18727
"2017-02-11","milk",18727
"2017-02-12","milk",18727
"2017-02-13","milk",18727
"2017-02-14","milk",18727
"2017-02-15","milk",18727
"2017-02-16","milk",18727
"2017-02-17","milk",18727
"2017-02-18","milk",18727
"2017-02-19","milk",18727
"2017-02-20","TyшkaNчuk",18742
"2017-02-21","TyшkaNчuk",18742
"2017-02-22","TyшkaNчuk",18742
"2017-02-23","TyшkaNчuk",18772
"2017-02-24","TyшkaNчuk",18802
"2017-02-25","TyшkaNчuk",18817
"2017-02-26","TyшkaNчuk",18817
"2017-02-27","TyшkaNчuk",18817
"2017-02-28","TyшkaNчuk",18817
"2017-03-01","TyшkaNчuk",18817
"2017-03-02","TyшkaNчuk",18817
"2017-03-03","TyшkaNчuk",18817
"2017-03-04","TyшkaNчuk",18853
"2017-03-05","TyшkaNчuk",18853
"2017-03-06","TyшkaNчuk",18853
"2017-03-07","TyшkaNчuk",18853
"2017-03-08","TyшkaNчuk",18861
"2017-03-09","TyшkaNчuk",18885
"2017-03-10","TyшkaNчuk",18917
"2017-03-11","TyшkaNчuk",18917
"2017-03-12","TyшkaNчuk",18917
"2017-03-13","TyшkaNчuk",18917
"2017-03-14","TyшkaNчuk",18936
"2017-03-15","TyшkaNчuk",18936
"2017-03-16","TyшkaNчuk",18956
"2017-03-17","TyшkaNчuk",18956
"2017-03-18","TyшkaNчuk",18956
"2017-03-19","TyшkaNчuk",18956
"2017-03-20","TyшkaNчuk",18956
"2017-03-21","TyшkaNчuk",18956
"2017-03-22","TyшkaNчuk",18956
"2017-03-23","TyшkaNчuk",18956
"2017-03-24","TyшkaNчuk",18971
"2017-03-25","TyшkaNчuk",18971
"2017-03-26","TyшkaNчuk",18995
"2017-03-27","TyшkaNчuk",18995
"2017-03-28","TyшkaNчuk",18995
"2017-03-29","TyшkaNчuk",18995
"2017-03-30","TyшkaNчuk",19007
"2017-03-31","TyшkaNчuk",19010
"2017-04-01","TyшkaNчuk",19010
"2017-04-02","HaHAxD*",19020
"2017-04-03","HaHAxD*",19020
"2017-04-04","TyшkaNчuk",19025
"2017-04-05","HaHAxD*",19040
"2017-04-06","TyшkaNчuk",19045
"2017-04-07","TyшkaNчuk",19045
"2017-04-08","TyшkaNчuk",19058
"2017-04-09","HaHAxD*",19068
"2017-04-10","HaHAxD*",19102
"2017-04-11","HaHAxD*",19159
"2017-04-12","HaHAxD*",19184
"2017-04-13","HaHAxD*",19218
"2017-04-14","HaHAxD*",19238
"2017-04-15","HaHAxD*",19248
"2017-04-16","HaHAxD*",19248
"2017-04-17","HaHAxD*",19263
"2017-04-18","HaHAxD*",19263
"2017-04-19","HaHAxD*",19263
"2017-04-20","HaHAxD*",19263
"2017-04-21","HaHAxD*",19293
"2017-04-22","HaHAxD*",19293
"2017-04-23","HaHAxD*",19336
"2017-04-24","HaHAxD*",19336
"2017-04-25","HaHAxD*",19376
"2017-04-26","HaHAxD*",19376
"2017-04-27","HaHAxD*",19376
"2017-04-28","HaHAxD*",19376
"2017-04-29","HaHAxD*",19410
"2017-04-30","HaHAxD*",19494
"2017-05-01","HaHAxD*",19537
"2017-05-02","HaHAxD*",19537
"2017-05-03","HaHAxD*",19553
"2017-05-04","HaHAxD*",19580
"2017-05-05","HaHAxD*",19580
"2017-05-06","HaHAxD*",19588
"2017-05-07","HaHAxD*",19588
"2017-05-08","HaHAxD*",19588
"2017-05-09","HaHAxD*",19588
"2017-05-10","HaHAxD*",19588
"2017-05-11","HaHAxD*",19588
"2017-05-12","HaHAxD*",19588
"2017-05-13","HaHAxD*",19643
"2017-05-14","HaHAxD*",19643
"2017-05-15","HaHAxD*",19667
"2017-05-16","HaHAxD*",19694
"2017-05-17","HaHAxD*",19694
"2017-05-18","HaHAxD*",19724
"2017-05-19","HaHAxD*",19772
"2017-05-20","HaHAxD*",19804
"2017-05-21","HaHAxD*",19819
"2017-05-22","HaHAxD*",19875
"2017-05-23","HaHAxD*",19915
"2017-05-24","HaHAxD*",19945
"2017-05-25","HaHAxD*",19964
"2017-05-26","HaHAxD*",19992
"2017-05-27","HaHAxD*",20090
"2017-05-28","HaHAxD*",20090
"2017-05-29","HaHAxD*",20144
"2017-05-30","HaHAxD*",20178
"2017-05-31","HaHAxD*",20215
"2017-06-01","HaHAxD*",20215
"2017-06-02","HaHAxD*",20245
"2017-06-03","HaHAxD*",20245
"2017-06-04","HaHAxD*",20245
"2017-06-05","HaHAxD*",20270
"2017-06-06","HaHAxD*",20270
"2017-06-07","HaHAxD*",20286
"2017-06-08","HaHAxD*",20320
"2017-06-09","HaHAxD*",20320
"2017-06-10","HaHAxD*",20336
"2017-06-11","HaHAxD*",20336
"2017-06-12","HaHAxD*",20336
"2017-06-13","HaHAxD*",20336
"2017-06-14","HaHAxD*",20344
"2017-06-15","HaHAxD*",20344
"2017-06-16","HaHAxD*",20344
"2017-06-17","HaHAxD*",20344
"2017-06-18","HaHAxD*",20368
"2017-06-19","HaHAxD*",20368
"2017-06-20","HaHAxD*",20416
"2017-06-21","HaHAxD*",20432
"2017-06-22","HaHAxD*",20432
"2017-06-23","HaHAxD*",20440
"2017-06-24","HaHAxD*",20440
"2017-06-25","HaHAxD*",20479
"2017-06-26","HaHAxD*",20511
"2017-06-27","HaHAxD*",20519
"2017-06-28","HaHAxD*",20519
"2017-06-29","HaHAxD*",20519
"2017-06-30","HaHAxD*",20519
"2017-07-01","HaHAxD*",20519
"2017-07-02","HaHAxD*",20519
"2017-07-03","HaHAxD*",20519
"2017-07-04","HaHAxD*",20519
"2017-07-05","HaHAxD*",20519
"2017-07-06","HaHAxD*",20535
"2017-07-07","HaHAxD*",20535
"2017-07-08","HaHAxD*",20535
"2017-07-09","HaHAxD*",20547
"2017-07-10","Starkiller",20548
"2017-07-11","Starkiller",20548
"2017-07-12","Starkiller",20556
"2017-07-13","Starkiller",20590
"2017-07-14","Starkiller",20610
"2017-07-15","Starkiller",20610
"2017-07-16","Starkiller",20664
"2017-07-17","Starkiller",20682
"2017-07-18","Starkiller",20682
"2017-07-19","Starkiller",20695
"2017-07-20","Starkiller",20703
"2017-07-21","Starkiller",20703
"2017-07-22","Starkiller",20780
"2017-07-23","Starkiller",20846
"2017-07-24","Starkiller",20855
"2017-07-25","Starkiller",20903
"2017-07-26","Starkiller",20958
"2017-07-27","Starkiller",20982
"2017-07-28","Starkiller",21030
"2017-07-29","Starkiller",21030
"2017-07-30","Starkiller",21068
"2017-07-31","Starkiller",21068
"2017-08-01","Starkiller",21092
"2017-08-02","Starkiller",21096
"2017-08-03","Starkiller",21096
"2017-08-04","Starkiller",21120
"2017-08-05","Starkiller",21147
"2017-08-06","Starkiller",21147
"2017-08-07","Starkiller",21168
"2017-08-08","Starkiller",21168
"2017-08-09","Starkiller",21168
"2017-08-10","Starkiller",21168
"2017-08-11","Starkiller",21180
"2017-08-12","Starkiller",21186
"2017-08-13","Starkiller",21198
"2017-08-14","Starkiller",21210
"2017-08-15","Starkiller",21228
"2017-08-16","Starkiller",21249
"2017-08-17","Starkiller",21249
"2017-08-18","Starkiller",21255
"2017-08-19","Starkiller",21255
"2017-08-20","Starkiller",21279
"2017-08-21","Starkiller",21295
"2017-08-22","Starkiller",21307
"2017-08-23","Starkiller",21328
"2017-08-24","Starkiller",21328
"2017-08-25","Starkiller",21328
"2017-08-26","Starkiller",21404
"2017-08-27","Starkiller",21404
"2017-08-28","Starkiller",21404
"2017-08-29","Starkiller",21404
"2017-08-30","Starkiller",21422
"2017-08-31","Starkiller",21452
"2017-09-01","Starkiller",21452
"2017-09-02","Starkiller",21452
"2017-09-03","Starkiller",21452
"2017-09-04","Starkiller",21502
"2017-09-05","Starkiller",21502
"2017-09-06","Starkiller",21510
"2017-09-07","Starkiller",21540
"2017-09-08","Starkiller",21551
"2017-09-09","Starkiller",21551
"2017-09-10","Starkiller",21585
"2017-09-11","Starkiller",21597
"2017-09-12","Starkiller",21597
"2017-09-13","Starkiller",21597
"2017-09-14","Starkiller",21597
"2017-09-15","Starkiller",21597
"2017-09-16","Starkiller",21605
"2017-09-17","Starkiller",21605
"2017-09-18","Starkiller",21605
"2017-09-19","Starkiller",21605
"2017-09-20","Starkiller",21605
"2017-09-21","Starkiller",21650
"2017-09-22","Starkiller",21650
"2017-09-23","Starkiller",21688
"2017-09-24","Starkiller",21712
"2017-09-25","Starkiller",21732
"2017-09-26","Starkiller",21732
"2017-09-27","Starkiller",21732
"2017-09-28","Starkiller",21732
"2017-09-29","Starkiller",21732
"2017-09-30","Starkiller",21732
"2017-10-01","Starkiller",21732
"2017-10-02","Starkiller",21752
"2017-10-03","Starkiller",21752
"2017-10-04","Starkiller",21752
"2017-10-05","Starkiller",21752
"2017-10-06","Starkiller",21752
"2017-10-07","Starkiller",21752
"2017-10-08","Starkiller",21752
"2017-10-09","Starkiller",21782
"2017-10-10","Starkiller",21782
"2017-10-11","Starkiller",21782
"2017-10-12","Starkiller",21800
"2017-10-13","Starkiller",21800
"2017-10-14","Starkiller",21800
"2017-10-15","Starkiller",21800
"2017-10-16","Starkiller",21800
"2017-10-17","Starkiller",21800
"2017-10-18","Starkiller",21800
"2017-10-19","Starkiller",21800
"2017-10-20","Starkiller",21800
"2017-10-21","Starkiller",21838
"2017-10-22","Starkiller",21838
"2017-10-23","Starkiller",21838
"2017-10-24","Starkiller",21838
"2017-10-25","Starkiller",21838
"2017-10-26","Starkiller",21838
"2017-10-27","Starkiller",21838
"2017-10-28","Starkiller",21838
"2017-10-29","Starkiller",21838
"2017-10-30","Starkiller",21838
"2017-10-31","Starkiller",21838
"2017-11-01","Starkiller",21838
"2017-11-02","Starkiller",21838
"2017-11-03","Starkiller",21838
"2017-11-04","Starkiller",21838
"2017-11-05","Starkiller",21838
"2017-11-06","Starkiller",21838
"2017-11-07","Starkiller",21862
"2017-11-08","Starkiller",21862
"2017-11-09","Starkiller",21862
"2017-11-10","Starkiller",21896
"2017-11-11","Starkiller",21896
"2017-11-12","Starkiller",21896
"2017-11-13","Starkiller",21896
"2017-11-14","Starkiller",21896
"2017-11-15","Starkiller",21896
"2017-11-16","Starkiller",21904
"2017-11-17","Starkiller",21904
"2017-11-18","Starkiller",21904
"2017-11-19","Starkiller",21904
"2017-11-20","Starkiller",21938
"2017-11-21","Starkiller",21938
"2017-11-22","Starkiller",21938
"2017-11-23","Starkiller",21938
"2017-11-24","Starkiller",21938
"2017-11-25","Starkiller",21938
"2017-11-26","Starkiller",21938
"2017-11-27","Starkiller",21938
"2017-11-28","Starkiller",21938
"2017-11-29","Starkiller",21938
"2017-11-30","Starkiller",21938
"2017-12-01","Starkiller",21938
"2017-12-02","Starkiller",21938
"2017-12-03","Starkiller",21959
"2017-12-04","Starkiller",21959
"2017-12-05","Starkiller",21959
"2017-12-06","Starkiller",21959
"2017-12-07","Starkiller",21959
"2017-12-08","Starkiller",21959
"2017-12-09","Starkiller",21959
"2017-12-10","Starkiller",21977
"2017-12-11","Starkiller",21977
"2017-12-12","Starkiller",21977
"2017-12-13","Starkiller",21985
"2017-12-14","Starkiller",21985
"2017-12-15","Starkiller",21985
"2017-12-16","Starkiller",21985
"2017-12-17","Starkiller",21985
"2017-12-18","Starkiller",21985
"2017-12-19","Starkiller",21985
"2017-12-20","Starkiller",21985
"2017-12-21","Starkiller",21985
"2017-12-22","Starkiller",21985
"2017-12-23","Starkiller",22009
"2017-12-24","Starkiller",22009
"2017-12-25","Starkiller",22009
"2017-12-26","Starkiller",22009
"2017-12-27","Starkiller",22009
"2017-12-28","Starkiller",22009
"2017-12-29","Starkiller",22009
"2017-12-30","Starkiller",22009
"2017-12-31","Starkiller",22009
"2018-01-01","Starkiller",22036
"2018-01-02","Starkiller",22036
"2018-01-03","Starkiller",22036
"2018-01-04","Starkiller",22094
"2018-01-05","Starkiller",22094
"2018-01-06","Starkiller",22132
"2018-01-07","Starkiller",22150
"2018-01-08","Starkiller",22180
"2018-01-09","Starkiller",22180
"2018-01-10","Starkiller",22180
"2018-01-11","Starkiller",22187
"2018-01-12","Starkiller",22187
"2018-01-13","Starkiller",22187
"2018-01-14","Starkiller",22187
"2018-01-15","Starkiller",22187
"2018-01-16","Starkiller",22255
"2018-01-17","Starkiller",22255
"2018-01-18","Starkiller",22255
"2018-01-19","Starkiller",22280
"2018-01-20","Starkiller",22280
"2018-01-21","Starkiller",22296
"2018-01-22","Starkiller",22296
"2018-01-23","Starkiller",22296
"2018-01-24","Starkiller",22296
"2018-01-25","Starkiller",22311
"2018-01-26","Starkiller",22345
"2018-01-27","Starkiller",22345
"2018-01-28","Starkiller",22388
"2018-01-29","Starkiller",22388
"2018-01-30","Starkiller",22388
"2018-01-31","Starkiller",22388
"2018-02-01","Starkiller",22388
"2018-02-02","Starkiller",22388
"2018-02-03","Starkiller",22400
"2018-02-04","Starkiller",22400
"2018-02-05","Starkiller",22400
"2018-02-06","Starkiller",22400
"2018-02-07","Starkiller",22400
"2018-02-08","Starkiller",22418
"2018-02-09","Starkiller",22418
"2018-02-10","Starkiller",22418
"2018-02-11","Starkiller",22426
"2018-02-12","Starkiller",22426
"2018-02-13","Starkiller",22426
"2018-02-14","Starkiller",22426
"2018-02-15","Starkiller",22426
"2018-02-16","Starkiller",22426
"2018-02-17","Starkiller",22447
"2018-02-18","Starkiller",22447
"2018-02-19","Starkiller",22459
"2018-02-20","Starkiller",22459
"2018-02-21","Starkiller",22459
"2018-02-22","Starkiller",22475
"2018-02-23","Starkiller",22475
"2018-02-24","Starkiller",22475
"2018-02-25","Starkiller",22475
"2018-02-26","Starkiller",22500
"2018-02-27","Starkiller",22500
"2018-02-28","Starkiller",22500
"2018-03-01","Starkiller",22500
"2018-03-02","Starkiller",22500
"2018-03-03","Starkiller",22500
"2018-03-04","Starkiller",22538
"2018-03-05","Starkiller",22580
"2018-03-06","Starkiller",22580
"2018-03-07","Starkiller",22580
"2018-03-08","Starkiller",22596
"2018-03-09","Starkiller",22596
"2018-03-10","Starkiller",22596
"2018-03-11","Starkiller",22596
"2018-03-12","Starkiller",22596
"2018-03-13","Starkiller",22596
"2018-03-14","Starkiller",22596
"2018-03-15","Starkiller",22596
"2018-03-16","Starkiller",22596
"2018-03-17","Starkiller",22596
"2018-03-18","Starkiller",22596
"2018-03-19","Starkiller",22596
"2018-03-20","Starkiller",22596
"2018-03-21","Starkiller",22596
"2018-03-22","Starkiller",22596
"2018-03-23","Starkiller",22596
"2018-03-24","Starkiller",22596
"2018-03-25","Starkiller",22596
"2018-03-26","Starkiller",22596
"2018-03-27","Starkiller",22596
"2018-03-28","Starkiller",22618
"2018-03-29","Starkiller",22618
"2018-03-30","Starkiller",22618
"2018-03-31","Starkiller",22618
"2018-04-01","Starkiller",22618
"2018-04-02","Starkiller",22618
"2018-04-03","Starkiller",22618
"2018-04-04","Starkiller",22618
"2018-04-05","Starkiller",22622
"2018-04-06","Starkiller",22622
"2018-04-07","Starkiller",22622
"2018-04-08","Starkiller",22685
"2018-04-09","Starkiller",22685
"2018-04-10","Starkiller",22701
"2018-04-11","Starkiller",22701
"2018-04-12","Starkiller",22705
"2018-04-13","Starkiller",22705
"2018-04-14","Starkiller",22705
"2018-04-15","Starkiller",22739
"2018-04-16","Starkiller",22739
"2018-04-17","Starkiller",22739
"2018-04-18","Starkiller",22739
"2018-04-19","Starkiller",22739
"2018-04-20","Starkiller",22781
"2018-04-21","Starkiller",22781
"2018-04-22","Starkiller",22793
"2018-04-23","Starkiller",22793
"2018-04-24","Starkiller",22793
"2018-04-25","Starkiller",22793
"2018-04-26","Starkiller",22813
"2018-04-27","Starkiller",22813
"2018-04-28","Starkiller",22824
"2018-04-29","Starkiller",22824
"2018-04-30","Starkiller",22824
"2018-05-01","Starkiller",22824
"2018-05-02","Starkiller",22824
"2018-05-03","Starkiller",22824
"2018-05-04","Starkiller",22836
"2018-05-05","Starkiller",22836
"2018-05-06","Starkiller",22836
"2018-05-07","Starkiller",22836
"2018-05-08","Starkiller",22836
"2018-05-09","Starkiller",22843
"2018-05-10","Starkiller",22843
"2018-05-11","Starkiller",22843
"2018-05-12","Starkiller",22843
"2018-05-13","Starkiller",22851
"2018-05-14","Starkiller",22851
"2018-05-15","Starkiller",22851
"2018-05-16","Starkiller",22851
"2018-05-17","Starkiller",22851
"2018-05-18","Starkiller",22851
"2018-05-19","Starkiller",22851
"2018-05-20","Starkiller",22851
"2018-05-21","Starkiller",22851
"2018-05-22","Starkiller",22851
"2018-05-23","Starkiller",22851
"2018-05-24","Starkiller",22851
"2018-05-25","Starkiller",22851
"2018-05-26","Starkiller",22851
"2018-05-27","Starkiller",22855
"2018-05-28","Starkiller",22855
"2018-05-29","Starkiller",22855
"2018-05-30","Starkiller",22855
"2018-05-31","Starkiller",22855
"2018-06-01","Starkiller",22855
"2018-06-02","Starkiller",22855
"2018-06-03","Starkiller",22855
"2018-06-04","Starkiller",22855
"2018-06-05","Starkiller",22855
"2018-06-06","Starkiller",22855
"2018-06-07","Starkiller",22855
"2018-06-08","Starkiller",22855
"2018-06-09","Starkiller",22855
"2018-06-10","Starkiller",22867
"2018-06-11","Starkiller",22867
"2018-06-12","Starkiller",22867
"2018-06-13","Starkiller",22887
"2018-06-14","Starkiller",22887
"2018-06-15","Starkiller",22887
"2018-06-16","Starkiller",22887
"2018-06-17","Starkiller",22887
"2018-06-18","Starkiller",22887
"2018-06-19","Starkiller",22929
"2018-06-20","Starkiller",22929
"2018-06-21","Starkiller",22929
"2018-06-22","Starkiller",22929
"2018-06-23","Starkiller",22929
"2018-06-24","Starkiller",22939
"2018-06-25","Starkiller",22939
"2018-06-26","Starkiller",22949
"2018-06-27","Starkiller",22949
"2018-06-28","Starkiller",22949
"2018-06-29","Starkiller",22949
"2018-06-30","Starkiller",22949
"2018-07-01","Starkiller",22969
"2018-07-02","Starkiller",22969
"2018-07-03","Starkiller",22969
"2018-07-04","Starkiller",22969
"2018-07-05","Starkiller",22996
"2018-07-06","Starkiller",22996
"2018-07-07","Starkiller",22996
"2018-07-08","Starkiller",22996
"2018-07-09","Starkiller",22996
"2018-07-10","Starkiller",22996
"2018-07-11","Starkiller",22996
"2018-07-12","Starkiller",22996
"2018-07-13","Starkiller",22996
"2018-07-14","Starkiller",23011
"2018-07-15","Starkiller",23011
"2018-07-16","Starkiller",23011
"2018-07-17","Starkiller",23011
"2018-07-18","Starkiller",23011
"2018-07-19","Starkiller",23011
"2018-07-20","Starkiller",23036
"2018-07-21","Starkiller",23036
"2018-07-22","Starkiller",23036
"2018-07-23","Starkiller",23056
